dateTime,value
2024-09-01 00:00:00, 
2024-10-01 00:05:00, 368.264892578
2024-10-01 00:15:00, 368.272583008
2024-10-01 00:25:00, 368.251983643
2024-10-01 00:35:00, 368.272094727
2024-10-01 00:45:00, 368.28237915
2024-10-01 00:55:00, 368.260192871
2024-10-01 01:05:00, 368.270996094
2024-10-01 01:15:00, 368.251495361
2024-10-01 01:25:00, 368.296295166
2024-10-01 01:35:00, 368.249298096
2024-10-01 01:45:00, 368.263885498
2024-10-01 01:55:00, 368.258300781
2024-10-01 02:05:00, 368.24130249
2024-10-01 02:15:00, 368.209197998
2024-10-01 02:25:00, 368.227905273
2024-10-01 02:35:00, 368.219177246
2024-10-01 02:45:00, 368.191101074
2024-10-01 02:55:00, 368.197998047
2024-10-01 03:05:00, 368.191680908
2024-10-01 03:15:00, 368.189300537
2024-10-01 03:25:00, 368.17098999
2024-10-01 03:35:00, 368.201782227
2024-10-01 03:45:00, 368.182189941
2024-10-01 03:55:00, 368.221984863
2024-10-01 04:05:00, 368.200897217
2024-10-01 04:15:00, 368.17199707
2024-10-01 04:25:00, 368.219482422
2024-10-01 04:35:00, 368.189178467
2024-10-01 04:45:00, 368.219085693
2024-10-01 04:55:00, 368.184204102
2024-10-01 05:05:00, 368.175994873
2024-10-01 05:15:00, 368.162994385
2024-10-01 05:25:00, 368.16418457
2024-10-01 05:35:00, 368.188293457
2024-10-01 05:45:00, 368.193206787
2024-10-01 05:55:00, 368.190002441
2024-10-01 06:05:00, 368.168395996
2024-10-01 06:15:00, 368.160003662
2024-10-01 06:25:00, 368.12600708
2024-10-01 06:35:00, 368.209899902
2024-10-01 06:45:00, 368.167297363
2024-10-01 06:55:00, 368.154083252
2024-10-01 07:05:00, 368.146392822
2024-10-01 07:15:00, 368.141906738
2024-10-01 07:25:00, 368.141906738
2024-10-01 07:35:00, 368.146087646
2024-10-01 07:45:00, 368.115203857
2024-10-01 07:55:00, 368.161895752
2024-10-01 08:05:00, 368.129180908
2024-10-01 08:15:00, 368.122406006
2024-10-01 08:25:00, 368.114593506
2024-10-01 08:35:00, 368.091796875
2024-10-01 08:45:00, 368.066894531
2024-10-01 08:55:00, 368.109680176
2024-10-01 09:05:00, 368.111083984
2024-10-01 09:15:00, 368.113586426
2024-10-01 09:25:00, 368.081604004
2024-10-01 09:35:00, 368.133300781
2024-10-01 09:45:00, 368.051086426
2024-10-01 09:55:00, 368.049499512
2024-10-01 10:05:00, 368.04510498
2024-10-01 10:15:00, 368.052490234
2024-10-01 10:25:00, 368.062286377
2024-10-01 10:35:00, 368.05758667
2024-10-01 10:45:00, 368.090789795
2024-10-01 10:55:00, 368.034881592
2024-10-01 11:05:00, 368.059783936
2024-10-01 11:15:00, 368.063781738
2024-10-01 11:25:00, 368.071502686
2024-10-01 11:35:00, 368.075286865
2024-10-01 11:45:00, 368.102478027
2024-10-01 11:55:00, 368.100189209
2024-10-01 12:05:00, 368.086303711
2024-10-01 12:15:00, 368.069091797
2024-10-01 12:25:00, 368.055786133
2024-10-01 12:35:00, 368.048187256
2024-10-01 12:45:00, 368.091705322
2024-10-01 12:55:00, 368.135894775
2024-10-01 13:05:00, 368.10559082
2024-10-01 13:15:00, 368.106201172
2024-10-01 13:25:00, 368.07800293
2024-10-01 13:35:00, 368.065490723
2024-10-01 13:45:00, 368.064697266
2024-10-01 13:55:00, 368.093292236
2024-10-01 14:05:00, 368.105804443
2024-10-01 14:15:00, 368.096984863
2024-10-01 14:25:00, 368.098480225
2024-10-01 14:35:00, 368.099578857
2024-10-01 14:45:00, 368.14239502
2024-10-01 14:55:00, 368.089202881
2024-10-01 15:05:00, 368.109100342
2024-10-01 15:15:00, 368.143280029
2024-10-01 15:25:00, 368.155700684
2024-10-01 15:35:00, 368.133178711
2024-10-01 15:45:00, 368.138092041
2024-10-01 15:55:00, 368.091705322
2024-10-01 16:05:00, 368.123687744
2024-10-01 16:15:00, 368.118103027
2024-10-01 16:25:00, 368.131286621
2024-10-01 16:35:00, 368.143798828
2024-10-01 16:45:00, 368.113586426
2024-10-01 16:55:00, 368.077880859
2024-10-01 17:05:00, 368.131896973
2024-10-01 17:15:00, 368.145996094
2024-10-01 17:25:00, 368.149200439
2024-10-01 17:35:00, 368.174194336
2024-10-01 17:45:00, 368.126586914
2024-10-01 17:55:00, 368.109191895
2024-10-01 18:05:00, 368.105987549
2024-10-01 18:15:00, 368.126403809
2024-10-01 18:25:00, 368.173187256
2024-10-01 18:35:00, 368.179290771
2024-10-01 18:45:00, 368.17489624
2024-10-01 18:55:00, 368.124481201
2024-10-01 19:05:00, 368.147186279
2024-10-01 19:15:00, 368.156799316
2024-10-01 19:25:00, 368.147705078
2024-10-01 19:35:00, 368.105895996
2024-10-01 19:45:00, 368.110198975
2024-10-01 19:55:00, 368.125579834
2024-10-01 20:05:00, 368.130279541
2024-10-01 20:15:00, 368.093994141
2024-10-01 20:25:00, 368.135803223
2024-10-01 20:35:00, 368.128204346
2024-10-01 20:45:00, 368.065185547
2024-10-01 20:55:00, 368.091400146
2024-10-01 21:05:00, 368.11050415
2024-10-01 21:15:00, 368.108978271
2024-10-01 21:25:00, 368.101196289
2024-10-01 21:35:00, 368.144897461
2024-10-01 21:45:00, 368.116699219
2024-10-01 21:55:00, 368.116577148
2024-10-01 22:05:00, 368.082489014
2024-10-01 22:15:00, 368.027984619
2024-10-01 22:25:00, 368.069793701
2024-10-01 22:35:00, 368.147003174
2024-10-01 22:45:00, 368.105102539
2024-10-01 22:55:00, 368.122589111
2024-10-01 23:05:00, 368.125091553
2024-10-01 23:15:00, 368.081695557
2024-10-01 23:25:00, 368.070800781
2024-10-01 23:35:00, 368.083587646
2024-10-01 23:45:00, 368.10848999
2024-10-01 23:55:00, 368.108886719
2024-10-02 00:05:00, 368.116790771
2024-10-02 00:15:00, 368.119689941
2024-10-02 00:25:00, 368.138977051
2024-10-02 00:35:00, 368.149902344
2024-10-02 00:45:00, 368.144683838
2024-10-02 00:55:00, 368.067687988
2024-10-02 01:05:00, 368.092285156
2024-10-02 01:15:00, 368.088592529
2024-10-02 01:25:00, 368.060302734
2024-10-02 01:35:00, 368.040679932
2024-10-02 01:45:00, 368.050506592
2024-10-02 01:55:00, 368.057678223
2024-10-02 02:05:00, 368.050079346
