dateTime,value
2024-12-10 00:00:00, 
2024-12-10 00:05:00, 257.631103516
2024-12-10 00:15:00, 257.632720947
2024-12-10 00:25:00, 257.587005615
2024-12-10 00:35:00, 257.602600098
2024-12-10 00:45:00, 257.589111328
2024-12-10 00:55:00, 257.581817627
2024-12-10 01:05:00, 257.584503174
2024-12-10 01:15:00, 257.613800049
2024-12-10 01:25:00, 257.569915771
2024-12-10 01:35:00, 257.623809814
2024-12-10 01:45:00, 257.617218018
2024-12-10 01:55:00, 257.647521973
2024-12-10 02:05:00, 257.556610107
2024-12-10 02:15:00, 257.597320557
2024-12-10 02:25:00, 257.599212646
2024-12-10 02:35:00, 257.600708008
2024-12-10 02:45:00, 257.596099854
2024-12-10 02:55:00, 257.612701416
2024-12-10 03:05:00, 257.653198242
2024-12-10 03:15:00, 257.639312744
2024-12-10 03:25:00, 257.601013184
2024-12-10 03:35:00, 257.600311279
2024-12-10 03:45:00, 257.585418701
2024-12-10 03:55:00, 257.61831665
2024-12-10 04:05:00, 257.628112793
2024-12-10 04:15:00, 257.614624023
2024-12-10 04:25:00, 257.607696533
2024-12-10 04:35:00, 257.623321533
2024-12-10 04:45:00, 257.631622314
2024-12-10 04:55:00, 257.652709961
2024-12-10 05:05:00, 257.641113281
2024-12-10 05:15:00, 257.641906738
2024-12-10 05:25:00, 257.635223389
2024-12-10 05:35:00, 257.63079834
2024-12-10 05:45:00, 257.640625
2024-12-10 05:55:00, 257.607696533
2024-12-10 06:05:00, 257.62020874
2024-12-10 06:15:00, 257.613220215
2024-12-10 06:25:00, 257.658416748
2024-12-10 06:35:00, 257.624420166
2024-12-10 06:45:00, 257.632324219
2024-12-10 06:55:00, 257.615203857
2024-12-10 07:05:00, 257.605010986
2024-12-10 07:15:00, 257.625610352
2024-12-10 07:25:00, 257.654022217
2024-12-10 07:35:00, 257.674621582
2024-12-10 07:45:00, 257.63180542
2024-12-10 07:55:00, 257.613708496
2024-12-10 08:05:00, 257.62600708
2024-12-10 08:15:00, 257.607116699
2024-12-10 08:25:00, 257.623718262
2024-12-10 08:35:00, 257.606323242
2024-12-10 08:45:00, 257.592803955
2024-12-10 08:55:00, 257.62789917
2024-12-10 09:05:00, 257.617004395
2024-12-10 09:15:00, 257.667907715
2024-12-10 09:25:00, 257.659912109
2024-12-10 09:35:00, 257.650817871
2024-12-10 09:45:00, 257.627502441
2024-12-10 09:55:00, 257.678710938
2024-12-10 10:05:00, 257.691223145
2024-12-10 10:15:00, 257.620910645
2024-12-10 10:25:00, 257.631408691
2024-12-10 10:35:00, 257.678100586
2024-12-10 10:45:00, 257.648101807
2024-12-10 10:55:00, 257.569396973
2024-12-10 11:05:00, 257.598205566
2024-12-10 11:15:00, 257.580718994
2024-12-10 11:25:00, 257.648498535
2024-12-10 11:35:00, 257.606811523
2024-12-10 11:45:00, 257.596313477
2024-12-10 11:55:00, 257.667816162
2024-12-10 12:05:00, 257.549804688
2024-12-10 12:15:00, 257.669708252
2024-12-10 12:25:00, 257.589416504
2024-12-10 12:35:00, 257.581512451
2024-12-10 12:45:00, 257.577606201
2024-12-10 12:55:00, 257.575317383
2024-12-10 13:05:00, 257.600097656
2024-12-10 13:15:00, 257.661621094
2024-12-10 13:25:00, 257.610015869
2024-12-10 13:35:00, 257.621520996
2024-12-10 13:45:00, 257.615020752
2024-12-10 13:55:00, 257.628112793
2024-12-10 14:05:00, 257.594818115
2024-12-10 14:15:00, 257.613525391
2024-12-10 14:25:00, 257.562805176
2024-12-10 14:35:00, 257.583312988
2024-12-10 14:45:00, 257.640625
2024-12-10 14:55:00, 257.607421875
2024-12-10 15:05:00, 257.605316162
2024-12-10 15:15:00, 257.595916748
2024-12-10 15:25:00, 257.645202637
2024-12-10 15:35:00, 257.591918945
2024-12-10 15:45:00, 257.656524658
2024-12-10 15:55:00, 257.615997314
2024-12-10 16:05:00, 257.655212402
2024-12-10 16:15:00, 257.619018555
2024-12-10 16:25:00, 257.598602295
2024-12-10 16:35:00, 257.613220215
2024-12-10 16:45:00, 257.605804443
2024-12-10 16:55:00, 257.632415771
2024-12-10 17:05:00, 257.652008057
2024-12-10 17:15:00, 257.645904541
2024-12-10 17:25:00, 257.562316895
2024-12-10 17:35:00, 257.637908936
2024-12-10 17:45:00, 257.531311035
2024-12-10 17:55:00, 257.612121582
2024-12-10 18:05:00, 257.61340332
2024-12-10 18:15:00, 257.58102417
2024-12-10 18:25:00, 257.629821777
2024-12-10 18:35:00, 257.577423096
2024-12-10 18:45:00, 257.620300293
2024-12-10 18:55:00, 257.615814209
2024-12-10 19:05:00, 257.573120117
2024-12-10 19:15:00, 257.597106934
2024-12-10 19:25:00, 257.600616455
2024-12-10 19:35:00, 257.666503906
2024-12-10 19:45:00, 257.586303711
2024-12-10 19:55:00, 257.5703125
